mainid,lastname,result,n_lastname,jeiba_lastname
5,幼兒保育系,幼兒(Na) 保育系(Nc),幼兒 保育系,幼兒 保育 系
5,  社工,社工(Na),社工,    社工
5,經濟系,經濟系(Nc),經濟系,經濟系
5,家庭研究與兒童發展,家庭(Na) 研究(Nv) 兒童(Na) 發展(Na),家庭 研究 兒童 發展,家庭 研究 與 兒童 發展
5,心理學系,心理學系(Nc),心理學系,心理 學系
5,社会工作,社会(Nc) 工作(Na),社会 工作,社会工作
5,  勞動,勞動(VC),勞動,    勞動
5,社會工作系,社會(Na) 工作(Na),社會 工作,社會 工作 系
5,應用經濟學系 ,應用(Na) 經濟學系(Na),應用 經濟學系,應用 經濟 學系  
5,經濟學系,經濟學系(Na),經濟學系,經濟 學系
5,老人福利與事業系,老人(Na) 福利(Na) 事業系(Na),老人 福利 事業系,老人 福利 與 事業系
5,  公共行政,行政(Na),行政,    公共行政
5,幼保系,幼保系(Nc),幼保系,幼保系
5,公共行政暨政策學系,行政(Na) 政策(Na) 學系(Na),行政 政策 學系,公共行政 暨 政策 學系
5,社會工作學系,社會(Na) 工作(Na) 學系(Na),社會 工作 學系,社會 工作 學系
5,  合作經濟,合作(VH) 經濟(Na),合作 經濟,    合作 經濟
5,幼兒保育系,幼兒(Na) 保育系(Nc),幼兒 保育系,幼兒 保育 系
5,  政治,政治(Na),政治,    政治
5,  經濟,經濟(Na),經濟,    經濟
5,  經濟,經濟(Na),經濟,    經濟
5,社會福利學系,社會(Na) 福利(Na) 學系(Na),社會 福利 學系,社會 福利 學系
5,  勞工關係,勞工(Na) 關係(Na),勞工 關係,    勞工關 係
5,政治系,政治系(Nc),政治系,政治系
5,應用經濟系 ,應用(Na) 經濟系(Nc),應用 經濟系,應用 經濟系  
5,地理系,地理系(Nc),地理系,地理系
5,  心理學,心理學(Na),心理學,    心理 學
5,社會工作,社會(Na) 工作(Na),社會 工作,社會 工作
5,幼保,幼保(Na),幼保,幼保
5,  社工,社工(Na),社工,    社工
5,  政治,政治(Na),政治,    政治
5,  經濟,經濟(Na),經濟,    經濟
5,  社會工作,社會(Na) 工作(Na),社會 工作,    社會 工作
5,社會工作學系,社會(Na) 工作(Na) 學系(Na),社會 工作 學系,社會 工作 學系
5,經濟學系,經濟學系(Na),經濟學系,經濟 學系
5,  社會,社會(Na),社會,    社會
5,  社會福利學,社會(Na) 福利(Na),社會 福利,    社會 福利 學
5,社會工作學系,社會(Na) 工作(Na) 學系(Na),社會 工作 學系,社會 工作 學系
5,社工系,社工系(Nc),社工系,社工 系
5,地理系,地理系(Nc),地理系,地理系
5,  政治,政治(Na),政治,    政治
5,經濟系,經濟系(Nc),經濟系,經濟系
5,青少年兒童福利學系 ,青少年(Na) 兒童(Na) 福利(Na) 學系(Na),青少年 兒童 福利 學系,青少年 兒童 福利 學系  
5,  合作經濟,合作(VH) 經濟(Na),合作 經濟,    合作 經濟
6,  國際企業經營管理,國際(Nc) 企業(Na) 經營(VC) 管理(VC),國際 企業 經營 管理,    國際 企業 經營 管理
6,電子商務管理學系 ,電子(Na) 商務(Na) 管理(VC) 學系(Na),電子 商務 管理 學系,電子 商務 管理 學系  
6,企業管理系,企業(Na) 管理(Nc),企業 管理,企業 管理系
6,  企業管理,企業(Na) 管理(Na),企業 管理,    企業 管理
6,  會計,會計(Na),會計,    會計
6,企業管理,企業(Na) 管理(Na),企業 管理,企業 管理
6,企業管理系,企業(Na) 管理(Nc),企業 管理,企業 管理系
6,  資訊管理,資訊(Na) 管理(VC),資訊 管理,    資訊 管理
6,  會計,會計(Na),會計,    會計
6,  行銷流通,行銷(Na) 流通(VA),行銷 流通,    行銷 流通
6,行銷與流通管理系,行銷(Na) 流通(Nv) 管理(Nc),行銷 流通 管理,行銷 與 流通 管理系
6,會計系,會計系(Nc),會計系,會計系
6,  企管,企管(Na),企管,    企管
6,企業管理系 ,企業(Na) 管理系(Na),企業 管理系,企業 管理系  
6,  工業工程與管理,工業(Na) 工程(Na) 管理(Na),工業 工程 管理,    工業 工程 與 管理
6,  金融,金融(Na),金融,    金融
6,  國際貿易,國際(Nc) 貿易(Na),國際 貿易,    國際 貿易
6,  企管,企管(Na),企管,    企管
6,保險系,保險系(Nc),保險系,保險系
6,  保險,保險(Na),保險,    保險
6,企業管理系,企業(Na) 管理(Nc),企業 管理,企業 管理系
6,  會計,會計(Na),會計,    會計
6,財務金融系,財務(Na) 金融系(Nc),財務 金融系,財務 金融系
6,行銷與流通管理,行銷(Na) 流通(Nv) 管理(Na),行銷 流通 管理,行銷 與 流通 管理
6,行銷與物流管理學系,行銷(Na) 物流(Na) 管理(Na) 學系(Na),行銷 物流 管理 學系,行銷 與 物流 管理 學系
6,  國貿,國貿(Na),國貿,    國貿
6,會計系,會計系(Nc),會計系,會計系
6,  商業文書,商業(Na) 文書(Na),商業 文書,    商業 文書
6,  國貿,國貿(Na),國貿,    國貿
6,  國際企業,國際(Nc) 企業(Na),國際 企業,    國際 企業
6,財政稅務系,財政(Na) 稅務系(Nc),財政 稅務系,財政稅務系
6,  資訊管理,資訊(Na) 管理(VC),資訊 管理,    資訊 管理
6,  工商管理學系工業管理組,工商(Na) 管理(VC) 學系(Na) 工業(Na) 管理(Na),工商 管理 學系 工業 管理,    工商管理 學系 工業 管理 組
6,  財務金融,財務(Na) 金融(Na),財務 金融,    財務 金融
6,  國貿,國貿(Na),國貿,    國貿
6,財政税務系,財政(Na) 税務系(Nc),財政 税務系,財政税務系
6,  企業管理,企業(Na) 管理(Na),企業 管理,    企業 管理
6,行銷與流通管理,行銷(Na) 流通(Nv) 管理(Na),行銷 流通 管理,行銷 與 流通 管理
6,會計系,會計系(Nc),會計系,會計系
6,會計,會計(Na),會計,會計
6,企業管理系 ,企業(Na) 管理系(Na),企業 管理系,企業 管理系  
6,  財務管理,財務(Na) 管理(VC),財務 管理,    財務 管理
6,  資訊管理,資訊(Na) 管理(VC),資訊 管理,    資訊 管理
6,國際經營與貿易學系,國際(Nc) 經營(VC) 貿易(Na) 學系(Na),國際 經營 貿易 學系,國際 經營 與 貿易 學系
6,財經系,財經系(Nc),財經系,財經系
6,國際貿易系,國際(Nc) 貿易(Nc),國際 貿易,國際 貿易系
6,  工業管理,工業(Na) 管理(VC),工業 管理,    工業 管理
6,資訊管理學系,資訊(Na) 管理(VC) 學系(Na),資訊 管理 學系,資訊 管理 學系
6,  銀行保險,銀行(Nc) 保險(Na),銀行 保險,    銀行 保險
6,  企管,企管(Na),企管,    企管
6,  會計,會計(Na),會計,    會計
6,行銷管理,行銷(Na) 管理(VC),行銷 管理,行銷 管理
6,企業管理學系,企業(Na) 管理(Na) 學系(Na),企業 管理 學系,企業 管理 學系
6,財政稅務系,財政(Na) 稅務系(Nc),財政 稅務系,財政稅務系
6,  醫務管理,醫務(Na) 管理(VC),醫務 管理,    醫務 管理
6,  銀行保險,銀行(Nc) 保險(Na),銀行 保險,    銀行 保險
6,  財金,財金(Na),財金,    財金
6,  商業管理,商業(Na) 管理(Na),商業 管理,    商業 管理
6,  保險與金融管理,保險(Na) 金融(Na) 管理(VC),保險 金融 管理,    保險 與 金融管理
6,財金系,財金系(Nc),財金系,財金系
6,企業管理,企業(Na) 管理(Na),企業 管理,企業 管理
6,  企業管理,企業(Na) 管理(Na),企業 管理,    企業 管理
6,國際商務系,國際(Nc) 商務系(Nc),國際 商務系,國際 商務系
6,  會計,會計(Na),會計,    會計
6,企業管理系,企業(Na) 管理(Nc),企業 管理,企業 管理系
6,  資管,資管(Na),資管,    資管
6,企業管理系,企業(Na) 管理(Nc),企業 管理,企業 管理系
6,  國貿,國貿(Na),國貿,    國貿
6,企業管理學系,企業(Na) 管理(Na) 學系(Na),企業 管理 學系,企業 管理 學系
6,企業管理系,企業(Na) 管理(Nc),企業 管理,企業 管理系
6,財政稅務,財政(Na) 稅務(Na),財政 稅務,財政稅務
6,  企管,企管(Na),企管,    企管
6,國際企業學系,國際(Nc) 企業(Na) 學系(Na),國際 企業 學系,國際 企業 學系
6,  資管,資管(Na),資管,    資管
6,  財經,財經(Na),財經,    財經
6,銀行保險系 ,銀行(Nc) 保險系(Nc),銀行 保險系,銀行 保險系  
6,  企管,企管(Na),企管,    企管
6,國際企業系,國際(Nc) 企業(Nc),國際 企業,國際 企業系
6,  企管,企管(Na),企管,    企管
6,財務金融系,財務(Na) 金融系(Nc),財務 金融系,財務 金融系
6,  商用日文,日文(Na),日文,    商用 日文
6,行銷管理系,行銷(Na) 管理(VC),行銷 管理,行銷 管理系
6,  商業文書,商業(Na) 文書(Na),商業 文書,    商業 文書
6,行銷流通系,行銷(Na) 流通(Nv),行銷 流通,行銷 流通 系
6,財務金融管理學系,財務(Na) 金融(Na) 管理(VC) 學系(Na),財務 金融 管理 學系,財務 金融管理 學系
6,財務金融系,財務(Na) 金融系(Nc),財務 金融系,財務 金融系
6,會計系,會計系(Nc),會計系,會計系
6,  財務金融,財務(Na) 金融(Na),財務 金融,    財務 金融
6,保險金融系,保險(Na) 金融系(Nc),保險 金融系,保險 金融系
6,  資管,資管(Na),資管,    資管
6,  會計,會計(Na),會計,    會計
6,企業管理系,企業(Na) 管理(Nc),企業 管理,企業 管理系
6,  企管,企管(Na),企管,    企管
6,  企業管理,企業(Na) 管理(Na),企業 管理,    企業 管理
6,  商業文書,商業(Na) 文書(Na),商業 文書,    商業 文書
6,  行銷管理,行銷(Na) 管理(VC),行銷 管理,    行銷 管理
6,國際企業管理學系,國際(Nc) 企業(Na) 管理(VC) 學系(Na),國際 企業 管理 學系,國際 企業 管理 學系
6,工業管理系,工業(Na) 管理(Nc),工業 管理,工業 管理系
6,企業管理系,企業(Na) 管理(Nc),企業 管理,企業 管理系
6,  會計,會計(Na),會計,    會計
6,  企業管理,企業(Na) 管理(Na),企業 管理,    企業 管理
6,  商業文書,商業(Na) 文書(Na),商業 文書,    商業 文書
6,房地產開發與管理系,房地產(Na) 開發(Nv) 管理(VC),房地產 開發 管理,房地產 開發 與 管理系
6,  資訊管理,資訊(Na) 管理(VC),資訊 管理,    資訊 管理
6,  財政,財政(Na),財政,    財政
6,  行銷管理,行銷(Na) 管理(VC),行銷 管理,    行銷 管理
6,企業管理,企業(Na) 管理(Na),企業 管理,企業 管理
6,  工業工程管理,工業(Na) 工程(Na) 管理(VC),工業 工程 管理,    工業 工程 管理
6,  流通管理,流通(Nv) 管理(VC),流通 管理,    流通 管理
6,  國貿,國貿(Na),國貿,    國貿
6,  醫務管理,醫務(Na) 管理(VC),醫務 管理,    醫務 管理
6,  企管,企管(Na),企管,    企管
6,企管系,企管系(Nc),企管系,企管系
6,保險金融管理學系,保險(Na) 金融(Na) 管理(VC) 學系(Na),保險 金融 管理 學系,保險 金融管理 學系
6,傳播管理學系,傳播(Na) 管理(Na) 學系(Na),傳播 管理 學系,傳播 管理 學系
6,國際企業管理,國際(Nc) 企業(Na) 管理(Na),國際 企業 管理,國際 企業 管理
6,財務金融 ,財務(Na) 金融(Na),財務 金融,財務 金融  
6,企業管理學系 ,企業(Na) 管理(Na) 學系(Na),企業 管理 學系,企業 管理 學系  
6,  統計,統計(Na),統計,    統計
6,國際企業經營系,國際(Nc) 企業(Na) 經營(Nc),國際 企業 經營,國際 企業 經營系
6,  管理資訊,管理(VC) 資訊(Na),管理 資訊,    管理 資訊
6,醫務管理系,醫務(Na) 管理(VC),醫務 管理,醫務 管理系
6,  資訊管理與行銷,資訊(Na) 管理(Na) 行銷(Na),資訊 管理 行銷,    資訊 管理 與 行銷
6,  國際貿易,國際(Nc) 貿易(Na),國際 貿易,    國際 貿易
6,  商業經營,商業(Na) 經營(VC),商業 經營,    商業 經營
6,  企管,企管(Na),企管,    企管
6,國際貿易學系,國際(Nc) 貿易(Na) 學系(Na),國際 貿易 學系,國際 貿易 學系
6,企管系,企管系(Nc),企管系,企管系
6,  工業管理,工業(Na) 管理(VC),工業 管理,    工業 管理
6,會計資訊系,會計(Na) 資訊系(Nc),會計 資訊系,會計 資訊系
6,國際貿易系 ,國際(Nc) 貿易系(Nc),國際 貿易系,國際 貿易系  
6,  企管,企管(Na),企管,    企管
6,  國際貿易,國際(Nc) 貿易(Na),國際 貿易,    國際 貿易
6,  商業文書,商業(Na) 文書(Na),商業 文書,    商業 文書
6,  銀行保險,銀行(Nc) 保險(Na),銀行 保險,    銀行 保險
6,產業經營管理學系,產業(Na) 經營(VC) 管理(Na) 學系(Na),產業 經營 管理 學系,產業 經營 管理 學系
6,金融與合作経營系,金融(Na) 合作(VH) 経營系(Nc),金融 合作 経營系,金融 與 合作 経 營 系
6,會計,會計(Na),會計,會計
6,醫務管理學系,醫務(Na) 管理(VC) 學系(Na),醫務 管理 學系,醫務 管理 學系
6,  會計,會計(Na),會計,    會計
6,  企管系,企管系(Nc),企管系,    企管系
6,國際貿易,國際(Nc) 貿易(Na),國際 貿易,國際 貿易
6,企業管理系 ,企業(Na) 管理系(Na),企業 管理系,企業 管理系  
6,  會計,會計(Na),會計,    會計
6,  國貿,國貿(Na),國貿,    國貿
6,  財政稅務,財政(Na) 稅務(Na),財政 稅務,    財政稅務
6,財務金融系,財務(Na) 金融系(Nc),財務 金融系,財務 金融系
6,  會計,會計(Na),會計,    會計
6,財經系,財經系(Nc),財經系,財經系
6,國際企業學系,國際(Nc) 企業(Na) 學系(Na),國際 企業 學系,國際 企業 學系
6,  財務金融,財務(Na) 金融(Na),財務 金融,    財務 金融
6,企管,企管(Na),企管,企管
6,企業管理 ,企業(Na) 管理(Na),企業 管理,企業 管理  
6,  企業管理,企業(Na) 管理(Na),企業 管理,    企業 管理
6,企管系,企管系(Nc),企管系,企管系
6,  資訊傳播,資訊(Na) 傳播(VC),資訊 傳播,    資訊 傳播
6,管理與資訊系,管理(VC) 資訊系(Nc),管理 資訊系,管理 與 資訊系
6,  財經,財經(Na),財經,    財經
6,工業管理系,工業(Na) 管理(Nc),工業 管理,工業 管理系
6,  會計資訊,會計(Na) 資訊(Na),會計 資訊,    會計 資訊
6,國貿系,國貿系(Nc),國貿系,國貿系
6,  國貿,國貿(Na),國貿,    國貿
6,企業管理科,企業(Na) 管理(Na),企業 管理,企業 管理科
6,  國際貿易,國際(Nc) 貿易(Na),國際 貿易,    國際 貿易
6,  國貿,國貿(Na),國貿,    國貿
6,  財務金融,財務(Na) 金融(Na),財務 金融,    財務 金融
6,會計系,會計系(Nc),會計系,會計系
6,  財務金融,財務(Na) 金融(Na),財務 金融,    財務 金融
6,  商學,商學(Na),商學,    商學
6,國際企業管理系,國際(Nc) 企業(Na) 管理(Nc),國際 企業 管理,國際 企業 管理系
6,會計系,會計系(Nc),會計系,會計系
6,資訊管理,資訊(Na) 管理(Na),資訊 管理,資訊 管理
6,行銷管理系,行銷(Na) 管理(VC),行銷 管理,行銷 管理系
6,企業管理,企業(Na) 管理(Na),企業 管理,企業 管理
6,財政稅務,財政(Na) 稅務(Na),財政 稅務,財政稅務
6,企業管理學系,企業(Na) 管理(Na) 學系(Na),企業 管理 學系,企業 管理 學系
6,企業管理系,企業(Na) 管理(Nc),企業 管理,企業 管理系
6,  財務金融,財務(Na) 金融(Na),財務 金融,    財務 金融
6,  財務金融,財務(Na) 金融(Na),財務 金融,    財務 金融
6,  財務金融,財務(Na) 金融(Na),財務 金融,    財務 金融
6,  資訊管理,資訊(Na) 管理(VC),資訊 管理,    資訊 管理
6,商業及管理學系商業及管理學,商業(Na) 管理(Na) 學系(Na) 商業(Na) 管理學(Na),商業 管理 學系 商業 管理學,商業 及 管理 學系 商業 及 管理 學
6,  行銷流通,行銷(Na) 流通(VA),行銷 流通,    行銷 流通
6,財務金融系,財務(Na) 金融系(Nc),財務 金融系,財務 金融系
6,  經濟,經濟(Na),經濟,    經濟
6,  會計,會計(Na),會計,    會計
6,  國貿,國貿(Na),國貿,    國貿
6,  銀保,銀保(Na),銀保,    銀保
6,資訊財經管理學系,資訊(Na) 財經(Na) 管理(VC) 學系(Na),資訊 財經 管理 學系,資訊 財經 管理 學系
6,  企業管理,企業(Na) 管理(Na),企業 管理,    企業 管理
6,  財政稅務,財政(Na) 稅務(Na),財政 稅務,    財政稅務
6,  商業類,商業類(Na),商業類,    商業類
6,  企管,企管(Na),企管,    企管
6,應用商學系,應用(Na) 商學系(Nc),應用 商學系,應用 商學系
6,企業管理,企業(Na) 管理(Na),企業 管理,企業 管理
6,物流管理系,物流(Na) 管理(Nc),物流 管理,物流 管理系
6,會計學,會計學(Na),會計學,會計學
6,  企業管理,企業(Na) 管理(Na),企業 管理,    企業 管理
6,  企管,企管(Na),企管,    企管
6,管理學院學士班(原系所:國際企業學系(英語專班)),管理(VC) 學院(Nc) 學士班(Nc) 系所(Nc) 國際(Nc) 企業(Na) 學系(Na) 英語(Na) 專班(Nc),管理 學院 學士班 系所 國際 企業 學系 英語 專班,管理 學院 學士班 ( 原系 所 : 國際 企業 學系 ( 英語 專班 ) )
6,  財經,財經(Na),財經,    財經
6,  會計,會計(Na),會計,    會計
6,財經系,財經系(Nc),財經系,財經系
6,企業管理學系,企業(Na) 管理(Na) 學系(Na),企業 管理 學系,企業 管理 學系
6,國際企業,國際(Nc) 企業(Na),國際 企業,國際 企業
6,  財務金融,財務(Na) 金融(Na),財務 金融,    財務 金融
6,  國貿,國貿(Na),國貿,    國貿
6,企業管理系,企業(Na) 管理(Nc),企業 管理,企業 管理系
6,企業管理系,企業(Na) 管理(Nc),企業 管理,企業 管理系
6,  國際貿易,國際(Nc) 貿易(Na),國際 貿易,    國際 貿易
6,企管系,企管系(Nc),企管系,企管系
6,企業管理系 ,企業(Na) 管理系(Na),企業 管理系,企業 管理系  
6,  工業管理,工業(Na) 管理(VC),工業 管理,    工業 管理
6,  財務金融,財務(Na) 金融(Na),財務 金融,    財務 金融
6,  資料管理,資料(Na) 管理(VC),資料 管理,    資料 管理
6,會計系,會計系(Nc),會計系,會計系
6,  企管,企管(Na),企管,    企管
6,  企業管理,企業(Na) 管理(Na),企業 管理,    企業 管理
6,行銷,行銷(Na),行銷,行銷
6,財務金融系,財務(Na) 金融系(Nc),財務 金融系,財務 金融系
6,  工業工程與管理,工業(Na) 工程(Na) 管理(Na),工業 工程 管理,    工業 工程 與 管理
6,  財務金融,財務(Na) 金融(Na),財務 金融,    財務 金融
6,國際貿易學系,國際(Nc) 貿易(Na) 學系(Na),國際 貿易 學系,國際 貿易 學系
6,  會計,會計(Na),會計,    會計
6,  企管,企管(Na),企管,    企管
6,  會計 二技 資管科 二專 ,會計(Na) 二技(Na) 資管科(Na) 二專(Nc),會計 二技 資管科 二專,    會計   二技   資 管科   二專  
6,  會計,會計(Na),會計,    會計
6,財務金融,財務(Na) 金融(Na),財務 金融,財務 金融
6,財經系,財經系(Nc),財經系,財經系
6,  企管,企管(Na),企管,    企管
6,企業管理系,企業(Na) 管理(Nc),企業 管理,企業 管理系
6,  工業管理,工業(Na) 管理(VC),工業 管理,    工業 管理
6,  財政,財政(Na),財政,    財政
6,企業經營管理系,企業(Na) 經營(Nv) 管理(Nc),企業 經營 管理,企業 經營 管理系
6,行銷流通管理系,行銷(Na) 流通(VA) 管理(Nc),行銷 流通 管理,行銷 流通 管理系
6,會計系,會計系(Nc),會計系,會計系
6,會計學系,會計(Na) 學系(Na),會計 學系,會計 學系
6,  企業管理,企業(Na) 管理(Na),企業 管理,    企業 管理
6,行銷與流通管理系,行銷(Na) 流通(Nv) 管理(Nc),行銷 流通 管理,行銷 與 流通 管理系
6,  工業管理,工業(Na) 管理(VC),工業 管理,    工業 管理
6,  資訊管理,資訊(Na) 管理(VC),資訊 管理,    資訊 管理
6,  會計,會計(Na),會計,    會計
6,財務金融系,財務(Na) 金融系(Nc),財務 金融系,財務 金融系
6,  財經,財經(Na),財經,    財經
6,  財經雙法律,財經(Na) 法律(Na),財經 法律,    財經雙 法律
6,  會計,會計(Na),會計,    會計
6,  會計,會計(Na),會計,    會計
6,企管系,企管系(Nc),企管系,企管系
6,  財務金融,財務(Na) 金融(Na),財務 金融,    財務 金融
6,  工業管理,工業(Na) 管理(VC),工業 管理,    工業 管理
6,國際企業學系,國際(Nc) 企業(Na) 學系(Na),國際 企業 學系,國際 企業 學系
6,商學系,商學系(Nc),商學系,商學系
6,企業管理系,企業(Na) 管理(Nc),企業 管理,企業 管理系
6,  銀行保險,銀行(Nc) 保險(Na),銀行 保險,    銀行 保險
6,企業管理學系,企業(Na) 管理(Na) 學系(Na),企業 管理 學系,企業 管理 學系
6,  企管,企管(Na),企管,    企管
6,行銷與流通管理系,行銷(Na) 流通(Nv) 管理(Nc),行銷 流通 管理,行銷 與 流通 管理系
6,財務金融系,財務(Na) 金融系(Nc),財務 金融系,財務 金融系
6,企業管理系,企業(Na) 管理(Nc),企業 管理,企業 管理系
6,工業工程與管理,工業(Na) 工程(Na) 管理(Na),工業 工程 管理,工業 工程 與 管理
6,  營建管理,營建(VC) 管理(VC),營建 管理,    營建 管理
6,國際企業學系,國際(Nc) 企業(Na) 學系(Na),國際 企業 學系,國際 企業 學系
6,行銷與流通管理,行銷(Na) 流通(Nv) 管理(Na),行銷 流通 管理,行銷 與 流通 管理
6,  企業管理,企業(Na) 管理(Na),企業 管理,    企業 管理
6,企業管理系 ,企業(Na) 管理系(Na),企業 管理系,企業 管理系  
6,會計系,會計系(Nc),會計系,會計系
6,國際貿易科,國際(Nc) 貿易(Na),國際 貿易,國際 貿易科
6,  企管,企管(Na),企管,    企管
6,國險貿易學系,國險(Na) 貿易(Na) 學系(Na),國險 貿易 學系,國險 貿易 學系
6,財務金融學系,財務(Na) 金融(Na) 學系(Na),財務 金融 學系,財務 金融 學系
6,企管,企管(Na),企管,企管
6,  國際貿易,國際(Nc) 貿易(Na),國際 貿易,    國際 貿易
6,  會計資訊,會計(Na) 資訊(Na),會計 資訊,    會計 資訊
6,  財經,財經(Na),財經,    財經
6,國貿系,國貿系(Nc),國貿系,國貿系
6,財務金融系,財務(Na) 金融系(Nc),財務 金融系,財務 金融系
6,國際企業系,國際(Nc) 企業(Nc),國際 企業,國際 企業系
6,企業管理,企業(Na) 管理(Na),企業 管理,企業 管理
6,財務金融學系,財務(Na) 金融(Na) 學系(Na),財務 金融 學系,財務 金融 學系
6,  國貿,國貿(Na),國貿,    國貿
6,財務金融學系,財務(Na) 金融(Na) 學系(Na),財務 金融 學系,財務 金融 學系
6,  醫務管理,醫務(Na) 管理(VC),醫務 管理,    醫務 管理
6,  資訊管理,資訊(Na) 管理(VC),資訊 管理,    資訊 管理
6,  企業管理,企業(Na) 管理(Na),企業 管理,    企業 管理
6,財政稅務系,財政(Na) 稅務系(Nc),財政 稅務系,財政稅務系
6,  工程管理,工程(Na) 管理(VC),工程 管理,    工程 管理
6,工業管理,工業(Na) 管理(Na),工業 管理,工業 管理
6,企業管理,企業(Na) 管理(Na),企業 管理,企業 管理
6,  企業管理,企業(Na) 管理(Na),企業 管理,    企業 管理
6,  資管,資管(Na),資管,    資管
6,  企管,企管(Na),企管,    企管
6,  統計,統計(Na),統計,    統計
6,國際貿易學系,國際(Nc) 貿易(Na) 學系(Na),國際 貿易 學系,國際 貿易 學系
6,財務金融系,財務(Na) 金融系(Nc),財務 金融系,財務 金融系
6,企業管理系,企業(Na) 管理(Nc),企業 管理,企業 管理系
6,國際貿易英專班,國際(Nc) 貿易(Na) 專班(Nc),國際 貿易 專班,國際 貿易英 專班
6,  財務金融,財務(Na) 金融(Na),財務 金融,    財務 金融
6,  國際貿易,國際(Nc) 貿易(Na),國際 貿易,    國際 貿易
