mainid,lastname,result,n_lastname,jeiba_lastname
6,  國際貿易,國際(Nc) 貿易(Na),國際 貿易,    國際 貿易
6,  企業管理,企業(Na) 管理(Na),企業 管理,    企業 管理
6,  財務金融,財務(Na) 金融(Na),財務 金融,    財務 金融
6,企業管理系,企業(Na) 管理(Nc),企業 管理,企業 管理系
6,企業管理系,企業(Na) 管理(Nc),企業 管理,企業 管理系
6,財務金融系,財務(Na) 金融系(Nc),財務 金融系,財務 金融系
6,電子商務管理系,電子(Na) 商務(Na) 管理(Na),電子 商務 管理,電子 商務 管理系
6,企業管理,企業(Na) 管理(Na),企業 管理,企業 管理
6,企業管理科,企業(Na) 管理(Na),企業 管理,企業 管理科
6,  國際貿易,國際(Nc) 貿易(Na),國際 貿易,    國際 貿易
6,  資訊管理,資訊(Na) 管理(VC),資訊 管理,    資訊 管理
6,財經系 ,財經系(Nc),財經系,財經系  
6,國貿系,國貿系(Nc),國貿系,國貿系
6,醫療資訊與管理學系,醫療(VC) 資訊(Na) 管理(VC) 學系(Na),醫療 資訊 管理 學系,醫療 資訊 與 管理 學系
6,工業管理系,工業(Na) 管理(Nc),工業 管理,工業 管理系
6,  金融,金融(Na),金融,    金融
6,  企業管理,企業(Na) 管理(Na),企業 管理,    企業 管理
6,保險金融,保險(Na) 金融(Na),保險 金融,保險 金融
6,企業管理,企業(Na) 管理(Na),企業 管理,企業 管理
6,  會計,會計(Na),會計,    會計
6,企業管理系,企業(Na) 管理(Nc),企業 管理,企業 管理系
6,不動產與城鄉環境,不動產(Na) 城鄉(Na) 環境(Na),不動產 城鄉 環境,不動產 與 城鄉 環境
6,  會計,會計(Na),會計,    會計
6,不動產經營學系,不動產(Na) 經營(VC) 學系(Na),不動產 經營 學系,不動產經 營學系
6,  國際貿易,國際(Nc) 貿易(Na),國際 貿易,    國際 貿易
6,  國際貿易,國際(Nc) 貿易(Na),國際 貿易,    國際 貿易
6,商業經營,商業(Na) 經營(VC),商業 經營,商業 經營
6,健康事業管理系,健康(VH) 事業(Na) 管理(Na),健康 事業 管理,健康 事業 管理系
6,  資訊管理,資訊(Na) 管理(VC),資訊 管理,    資訊 管理
6,會計系,會計系(Nc),會計系,會計系
6,  會計,會計(Na),會計,    會計
6,  工商管理,工商(Na) 管理(VC),工商 管理,    工商管理
6,  國貿,國貿(Na),國貿,    國貿
6,  會計,會計(Na),會計,    會計
6,工業與管理,工業(Na) 管理(Na),工業 管理,工業 與 管理
6,財經系,財經系(Nc),財經系,財經系
6,  資訊管理,資訊(Na) 管理(VC),資訊 管理,    資訊 管理
6,  財金,財金(Na),財金,    財金
6,財務金融系,財務(Na) 金融系(Nc),財務 金融系,財務 金融系
6,  企業管理,企業(Na) 管理(Na),企業 管理,    企業 管理
6,健康產業資訊,健康(VH) 產業(Na) 資訊(Na),健康 產業 資訊,健康 產業 資訊
6,  工業工程管理,工業(Na) 工程(Na) 管理(VC),工業 工程 管理,    工業 工程 管理
6,  會計,會計(Na),會計,    會計
6,財政稅務系,財政(Na) 稅務系(Nc),財政 稅務系,財政稅務系
6,企業管理,企業(Na) 管理(Na),企業 管理,企業 管理
6,財經科系,財經(Na) 科系(Na),財經 科系,財經 科系
6,  商業管理,商業(Na) 管理(Na),商業 管理,    商業 管理
6,  企業管理,企業(Na) 管理(Na),企業 管理,    企業 管理
6,財務金融系,財務(Na) 金融系(Nc),財務 金融系,財務 金融系
6,財務金融系,財務(Na) 金融系(Nc),財務 金融系,財務 金融系
6,國際貿易學系,國際(Nc) 貿易(Na) 學系(Na),國際 貿易 學系,國際 貿易 學系
6,  資管系,資管系(Nc),資管系,    資管系
6,  商業管理,商業(Na) 管理(Na),商業 管理,    商業 管理
6,行銷與物流管理科,行銷(Na) 物流(Na) 管理(Na),行銷 物流 管理,行銷 與 物流 管理科
6,會計系,會計系(Nc),會計系,會計系
6,  國際貿易,國際(Nc) 貿易(Na),國際 貿易,    國際 貿易
6,  企管,企管(Na),企管,    企管
6,國際貿易系,國際(Nc) 貿易(Nc),國際 貿易,國際 貿易系
6,  銀行保險,銀行(Nc) 保險(Na),銀行 保險,    銀行 保險
6,文化事業發展學系,文化(Na) 事業(Na) 發展(VC) 學系(Na),文化 事業 發展 學系,文化 事業 發展 學系
6,會計資訊系,會計(Na) 資訊系(Nc),會計 資訊系,會計 資訊系
6,行銷管理,行銷(Na) 管理(VC),行銷 管理,行銷 管理
6,會計,會計(Na),會計,會計
6,傳播管理學系,傳播(Na) 管理(Na) 學系(Na),傳播 管理 學系,傳播 管理 學系
6,工業管理學系,工業(Na) 管理(VC) 學系(Na),工業 管理 學系,工業 管理 學系
6,  企管,企管(Na),企管,    企管
6,財政系,財政系(Nc),財政系,財政系
6,  國際貿易,國際(Nc) 貿易(Na),國際 貿易,    國際 貿易
6,  資訊管理,資訊(Na) 管理(VC),資訊 管理,    資訊 管理
6,企業管理系,企業(Na) 管理(Nc),企業 管理,企業 管理系
6,經營管理學系,經營(VC) 管理(VC) 學系(Na),經營 管理 學系,經營 管理 學系
6,  企管,企管(Na),企管,    企管
6,企業管理學系,企業(Na) 管理(Na) 學系(Na),企業 管理 學系,企業 管理 學系
6,  物流管理,物流(Na) 管理(VC),物流 管理,    物流 管理
6,  企業管理,企業(Na) 管理(Na),企業 管理,    企業 管理
6,財務金融系,財務(Na) 金融系(Nc),財務 金融系,財務 金融系
6,電子商務管理,電子(Na) 商務(Na) 管理(VC),電子 商務 管理,電子 商務 管理
6,企業管理系,企業(Na) 管理(Nc),企業 管理,企業 管理系
6,財務金融,財務(Na) 金融(Na),財務 金融,財務 金融
6,企管系,企管系(Nc),企管系,企管系
6,  企管,企管(Na),企管,    企管
6,  企管,企管(Na),企管,    企管
6,  行銷管理,行銷(Na) 管理(VC),行銷 管理,    行銷 管理
6,  商業,商業(Na),商業,    商業
6,工業管理系,工業(Na) 管理(Nc),工業 管理,工業 管理系
6,財政稅務,財政(Na) 稅務(Na),財政 稅務,財政稅務
6,企業管理 ,企業(Na) 管理(Na),企業 管理,企業 管理  
6,  傳播管理,傳播(VC) 管理(VC),傳播 管理,    傳播 管理
6,財務金融系,財務(Na) 金融系(Nc),財務 金融系,財務 金融系
6,  工業管理,工業(Na) 管理(VC),工業 管理,    工業 管理
6,財務金融系,財務(Na) 金融系(Nc),財務 金融系,財務 金融系
6,  財務金融,財務(Na) 金融(Na),財務 金融,    財務 金融
6,國際貿易,國際(Nc) 貿易(Na),國際 貿易,國際 貿易
6,企業管理系,企業(Na) 管理(Nc),企業 管理,企業 管理系
6,企管,企管(Na),企管,企管
6,  資訊管理,資訊(Na) 管理(VC),資訊 管理,    資訊 管理
6,會計資訊系,會計(Na) 資訊系(Nc),會計 資訊系,會計 資訊系
6,  國際企業,國際(Nc) 企業(Na),國際 企業,    國際 企業
6,  國貿,國貿(Na),國貿,    國貿
6,  資訊管理,資訊(Na) 管理(VC),資訊 管理,    資訊 管理
6,  資訊管理,資訊(Na) 管理(VC),資訊 管理,    資訊 管理
6,不動產與城鄉環境,不動產(Na) 城鄉(Na) 環境(Na),不動產 城鄉 環境,不動產 與 城鄉 環境
6,企業管理系,企業(Na) 管理(Nc),企業 管理,企業 管理系
6,  國貿,國貿(Na),國貿,    國貿
6,管理科學系,管理(Na) 科學(Na),管理 科學,管理科 學系
6,  國貿,國貿(Na),國貿,    國貿
6,國際企業管理,國際(Nc) 企業(Na) 管理(Na),國際 企業 管理,國際 企業 管理
6,資訊管理,資訊(Na) 管理(Na),資訊 管理,資訊 管理
6,  企業管理,企業(Na) 管理(Na),企業 管理,    企業 管理
6,企業管理學,企業(Na) 管理(Na),企業 管理,企業 管理 學
6,國技貿易科系,國技(Na) 貿易(Na) 科系(Na),國技 貿易 科系,國技貿易 科系
6,  企管,企管(Na),企管,    企管
6,  資訊管理,資訊(Na) 管理(VC),資訊 管理,    資訊 管理
6,  資管系,資管系(Nc),資管系,    資管系
6,  國際企業,國際(Nc) 企業(Na),國際 企業,    國際 企業
6,企管,企管(Na),企管,企管
6,管理80學分班,管理(VC) 80(Neu) 學分(Nc),管理 80 學分,管理 80 學 分班
6,企業管理,企業(Na) 管理(Na),企業 管理,企業 管理
6,  銀行保險,銀行(Nc) 保險(Na),銀行 保險,    銀行 保險
6,電子商務科技管理,電子(Na) 商務(Na) 科技(Na) 管理(Na),電子 商務 科技 管理,電子 商務 科技 管理
6,  財務金融,財務(Na) 金融(Na),財務 金融,    財務 金融
6,  人力資源發展,人力(Na) 資源(Na) 發展(VC),人力 資源 發展,    人力 資源 發展
6,  國貿,國貿(Na),國貿,    國貿
6,  金融與保險管理,金融(Na) 保險(Na) 管理(VC),金融 保險 管理,    金融 與 保險 管理
6,企管系,企管系(Nc),企管系,企管系
6,流通與行銷管理學系,流通(VA) 行銷(Na) 管理(VC) 學系(Na),流通 行銷 管理 學系,流通 與 行銷 管理 學系
6,行銷流通管理,行銷(Na) 流通(VA) 管理(Na),行銷 流通 管理,行銷 流通 管理
6,  財務金融,財務(Na) 金融(Na),財務 金融,    財務 金融
6,  財經,財經(Na),財經,    財經
6,會計系,會計系(Nc),會計系,會計系
6,  財稅金融,財稅(Na) 金融(Na),財稅 金融,    財稅 金融
6,  企業管理,企業(Na) 管理(Na),企業 管理,    企業 管理
6,  商業設計,商業(Na) 設計(Na),商業 設計,    商業 設計
6,  財務金融,財務(Na) 金融(Na),財務 金融,    財務 金融
6,  資訊管理,資訊(Na) 管理(VC),資訊 管理,    資訊 管理
6,資訊管理學系,資訊(Na) 管理(VC) 學系(Na),資訊 管理 學系,資訊 管理 學系
6,文化事業發展學系,文化(Na) 事業(Na) 發展(VC) 學系(Na),文化 事業 發展 學系,文化 事業 發展 學系
6,財務金融系,財務(Na) 金融系(Nc),財務 金融系,財務 金融系
6,  會計,會計(Na),會計,    會計
6,行銷與流通管理系,行銷(Na) 流通(Nv) 管理(Nc),行銷 流通 管理,行銷 與 流通 管理系
6,財務經融,財務(Na) 經融(Na),財務 經融,財務 經融
6,  資源管理,資源(Na) 管理(VC),資源 管理,    資源 管理
6,會計學系,會計(Na) 學系(Na),會計 學系,會計 學系
6,  企管,企管(Na),企管,    企管
6,  國際貿易,國際(Nc) 貿易(Na),國際 貿易,    國際 貿易
6,  商業行銷,商業(Na) 行銷(Na),商業 行銷,    商業 行銷
6,  會計,會計(Na),會計,    會計
6,國際企業,國際(Nc) 企業(Na),國際 企業,國際 企業
6,財務金融系,財務(Na) 金融系(Nc),財務 金融系,財務 金融系
6,財務金融學系,財務(Na) 金融(Na) 學系(Na),財務 金融 學系,財務 金融 學系
6,資訊管理學系,資訊(Na) 管理(VC) 學系(Na),資訊 管理 學系,資訊 管理 學系
6,國際貿易,國際(Nc) 貿易(Na),國際 貿易,國際 貿易
6,醫務管理系,醫務(Na) 管理(VC),醫務 管理,醫務 管理系
6,  財務金融,財務(Na) 金融(Na),財務 金融,    財務 金融
6,國際貿易科 ,國際(Nc) 貿易(Na),國際 貿易,國際 貿易科  
6,  國貿,國貿(Na),國貿,    國貿
6,  財務金融,財務(Na) 金融(Na),財務 金融,    財務 金融
6,行銷流通管理學系,行銷(Na) 流通(VA) 管理(VC) 學系(Na),行銷 流通 管理 學系,行銷 流通 管理 學系
6,會計系,會計系(Nc),會計系,會計系
6,  國貿,國貿(Na),國貿,    國貿
6,  財政,財政(Na),財政,    財政
6,會計系,會計系(Nc),會計系,會計系
6,企業管理,企業(Na) 管理(Na),企業 管理,企業 管理
6,  企管,企管(Na),企管,    企管
6,風險管理與保險,風險(Na) 管理(VC) 保險(Na),風險 管理 保險,風險 管理 與 保險
6,  會計統計,會計(Na) 統計(Na),會計 統計,    會計 統計
6,  企業管理,企業(Na) 管理(Na),企業 管理,    企業 管理
6,  資管,資管(Na),資管,    資管
6,國貿系,國貿系(Nc),國貿系,國貿系
6,企業管理,企業(Na) 管理(Na),企業 管理,企業 管理
6,  企管,企管(Na),企管,    企管
6,資訊管理,資訊(Na) 管理(Na),資訊 管理,資訊 管理
6,行銷管理科,行銷(Na) 管理(Na),行銷 管理,行銷 管理科
6,企業管理學系,企業(Na) 管理(Na) 學系(Na),企業 管理 學系,企業 管理 學系
6,  財政金融,財政(Na) 金融(Na),財政 金融,    財政 金融
6,會計學系,會計(Na) 學系(Na),會計 學系,會計 學系
6,風險管理與保險學,風險(Na) 管理(VC) 保險學(Na),風險 管理 保險學,風險 管理 與 保險學
6,  國貿,國貿(Na),國貿,    國貿
6,  企業管理,企業(Na) 管理(Na),企業 管理,    企業 管理
6,企業管理系 ,企業(Na) 管理系(Na),企業 管理系,企業 管理系  
6,企業管理學系,企業(Na) 管理(Na) 學系(Na),企業 管理 學系,企業 管理 學系
6,行銷與流通管理學系,行銷(Na) 流通(Nv) 管理(Na) 學系(Na),行銷 流通 管理 學系,行銷 與 流通 管理 學系
6,  國貿,國貿(Na),國貿,    國貿
6,  資訊管理,資訊(Na) 管理(VC),資訊 管理,    資訊 管理
6,  企管,企管(Na),企管,    企管
6,經營管理學系,經營(VC) 管理(VC) 學系(Na),經營 管理 學系,經營 管理 學系
6,企业管理系。,企业(Na) 管理(Na),企业 管理,企业 管理系 。
6,會計,會計(Na),會計,會計
6,企業管理,企業(Na) 管理(Na),企業 管理,企業 管理
6,財金系,財金系(Nc),財金系,財金系
6,  資訊管理,資訊(Na) 管理(VC),資訊 管理,    資訊 管理
6,文化事業發展系 ,文化(Na) 事業(Na) 發展(VC),文化 事業 發展,文化 事業 發展系  
6,  醫務管理,醫務(Na) 管理(VC),醫務 管理,    醫務 管理
6,  企業管理,企業(Na) 管理(Na),企業 管理,    企業 管理
6,  會計,會計(Na),會計,    會計
6,  保險,保險(Na),保險,    保險
6,企管系,企管系(Nc),企管系,企管系
6,  國際貿易,國際(Nc) 貿易(Na),國際 貿易,    國際 貿易
6,  企業管理,企業(Na) 管理(Na),企業 管理,    企業 管理
6,  財稅,財稅(Na),財稅,    財稅
6,會計系,會計系(Nc),會計系,會計系
6,  會計,會計(Na),會計,    會計
6,  銀行保險,銀行(Nc) 保險(Na),銀行 保險,    銀行 保險
6,  保險,保險(Na),保險,    保險
6,  企管,企管(Na),企管,    企管
6,企管系,企管系(Nc),企管系,企管系
6,  商業管理,商業(Na) 管理(Na),商業 管理,    商業 管理
6,  資訊管理,資訊(Na) 管理(VC),資訊 管理,    資訊 管理
6,  物流與航運管理,物流(Na) 航運(Na) 管理(VC),物流 航運 管理,    物流 與 航運 管理
6,  會計,會計(Na),會計,    會計
6,  銀保,銀保(Na),銀保,    銀保
6,企業管理科系,企業(Na) 管理(Na) 科系(Na),企業 管理 科系,企業 管理科 系
6,會計學系,會計(Na) 學系(Na),會計 學系,會計 學系
6,  企管,企管(Na),企管,    企管
6,  會計,會計(Na),會計,    會計
6,物流管理,物流(Na) 管理(VC),物流 管理,物流 管理
6,  資訊管理,資訊(Na) 管理(VC),資訊 管理,    資訊 管理
6,  商業經營,商業(Na) 經營(VC),商業 經營,    商業 經營
6,  財務金融,財務(Na) 金融(Na),財務 金融,    財務 金融
6,商學院，行銷管理,商學院(Nc) 行銷(Na) 管理(VC),商學院 行銷 管理,商學院 ， 行銷 管理
6,連鎖加盟經營管理學位學程,加盟(VC) 經營(VC) 管理(VC) 學位(Na) 學程(Na),加盟 經營 管理 學位 學程,連鎖 加盟 經營 管理 學位 學程
6,保險金融學系 ,保險(Na) 金融(Na) 學系(Na),保險 金融 學系,保險 金融 學系  
6,  企業管理,企業(Na) 管理(Na),企業 管理,    企業 管理
6,企業管理,企業(Na) 管理(Na),企業 管理,企業 管理
6,  會計,會計(Na),會計,    會計
6,醫務管理,醫務(Na) 管理(VC),醫務 管理,醫務 管理
6,行銷與流通管理系,行銷(Na) 流通(Nv) 管理(Nc),行銷 流通 管理,行銷 與 流通 管理系
6,  會計,會計(Na),會計,    會計
6,財務金融系,財務(Na) 金融系(Nc),財務 金融系,財務 金融系
6,  企管,企管(Na),企管,    企管
6,企業管理系,企業(Na) 管理(Nc),企業 管理,企業 管理系
6,行銷與流通管理系,行銷(Na) 流通(Nv) 管理(Nc),行銷 流通 管理,行銷 與 流通 管理系
6,工商管理學系,工商(Na) 管理(VC) 學系(Na),工商 管理 學系,工商管理 學系
6,會計系,會計系(Nc),會計系,會計系
6,  企業管理,企業(Na) 管理(Na),企業 管理,    企業 管理
6,國際貿易系,國際(Nc) 貿易(Nc),國際 貿易,國際 貿易系
6,財務金融 ,財務(Na) 金融(Na),財務 金融,財務 金融  
6,醫藥管理,醫藥(Na) 管理(VC),醫藥 管理,醫藥 管理
6,財務金融管理學系,財務(Na) 金融(Na) 管理(VC) 學系(Na),財務 金融 管理 學系,財務 金融管理 學系
6,工業管理學系 ,工業(Na) 管理(VC) 學系(Na),工業 管理 學系,工業 管理 學系  
6,  企管,企管(Na),企管,    企管
6,  財務金融,財務(Na) 金融(Na),財務 金融,    財務 金融
6,  工業管理,工業(Na) 管理(VC),工業 管理,    工業 管理
6,國際商務系,國際(Nc) 商務系(Nc),國際 商務系,國際 商務系
6,  企業管理,企業(Na) 管理(Na),企業 管理,    企業 管理
6,  財稅,財稅(Na),財稅,    財稅
6,企業管理,企業(Na) 管理(Na),企業 管理,企業 管理
6,金融,金融(Na),金融,金融
6,  企管,企管(Na),企管,    企管
6,  會計,會計(Na),會計,    會計
6,國際商務系,國際(Nc) 商務系(Nc),國際 商務系,國際 商務系
6,財務金融,財務(Na) 金融(Na),財務 金融,財務 金融
6,  財務金融,財務(Na) 金融(Na),財務 金融,    財務 金融
6,企業管理系,企業(Na) 管理(Nc),企業 管理,企業 管理系
6,  國際貿易,國際(Nc) 貿易(Na),國際 貿易,    國際 貿易
6,  遺漏值,遺漏值(Na),遺漏值,    遺漏 值
6,  國貿,國貿(Na),國貿,    國貿
6,  企業管理,企業(Na) 管理(Na),企業 管理,    企業 管理
6,企業管理,企業(Na) 管理(Na),企業 管理,企業 管理
6,企業管理學系,企業(Na) 管理(Na) 學系(Na),企業 管理 學系,企業 管理 學系
6,企業管理學系,企業(Na) 管理(Na) 學系(Na),企業 管理 學系,企業 管理 學系
6,  資訊管理,資訊(Na) 管理(VC),資訊 管理,    資訊 管理
6,  國際企業管理,國際(Nc) 企業(Na) 管理(VC),國際 企業 管理,    國際 企業 管理
6,企業管理學 ,企業(Na) 管理(Na),企業 管理,企業 管理 學  
6,  會計,會計(Na),會計,    會計
6,財務金融,財務(Na) 金融(Na),財務 金融,財務 金融
6,  交通管理,交通(Na) 管理(VC),交通 管理,    交通管理
6,  企業管理,企業(Na) 管理(Na),企業 管理,    企業 管理
6,  會計,會計(Na),會計,    會計
6,工商管理,工商(Na) 管理(VC),工商 管理,工商管理
6,  資訊管理,資訊(Na) 管理(VC),資訊 管理,    資訊 管理
6,  金融,金融(Na),金融,    金融
6,  企管,企管(Na),企管,    企管
6,國企系,國企系(Nc),國企系,國企系
6,  企業管理,企業(Na) 管理(Na),企業 管理,    企業 管理
6,保險金融系,保險(Na) 金融系(Nc),保險 金融系,保險 金融系
6,會計學系,會計(Na) 學系(Na),會計 學系,會計 學系
6,企業管理,企業(Na) 管理(Na),企業 管理,企業 管理
6,會計系,會計系(Nc),會計系,會計系
6,企管,企管(Na),企管,企管
6,會計糸,會計糸(Na),會計糸,會計 糸
6,  財務金融,財務(Na) 金融(Na),財務 金融,    財務 金融
6,  會計,會計(Na),會計,    會計
6,  國際貿易,國際(Nc) 貿易(Na),國際 貿易,    國際 貿易
6,企業管理學系 ,企業(Na) 管理(Na) 學系(Na),企業 管理 學系,企業 管理 學系  
6,企業管理學系,企業(Na) 管理(Na) 學系(Na),企業 管理 學系,企業 管理 學系
6,  企管,企管(Na),企管,    企管
6,國際貿易,國際(Nc) 貿易(Na),國際 貿易,國際 貿易
6,財務金融系,財務(Na) 金融系(Nc),財務 金融系,財務 金融系
6,  事業經營,事業(Na) 經營(VC),事業 經營,    事業 經營
6,國際貿易科,國際(Nc) 貿易(Na),國際 貿易,國際 貿易科
6,  財經,財經(Na),財經,    財經
6,財務金融 ,財務(Na) 金融(Na),財務 金融,財務 金融  
6,  資訊管理,資訊(Na) 管理(VC),資訊 管理,    資訊 管理
6,  醫務管理,醫務(Na) 管理(VC),醫務 管理,    醫務 管理
6,  工業管理,工業(Na) 管理(VC),工業 管理,    工業 管理
6,國際貿易,國際(Nc) 貿易(Na),國際 貿易,國際 貿易
6,  國貿,國貿(Na),國貿,    國貿
6,國際貿易學,國際(Nc) 貿易(Na),國際 貿易,國際 貿易學
6,會計資訊學系,會計(Na) 資訊(Na) 學系(Na),會計 資訊 學系,會計 資訊學系
6,  國貿,國貿(Na),國貿,    國貿
7,法律系,法律系(Nc),法律系,法律系
7,  法律,法律(Na),法律,    法律
7,  財經法律,財經(Na) 法律(Na),財經 法律,    財經 法律
7,法律系,法律系(Nc),法律系,法律系
7,法律系,法律系(Nc),法律系,法律系
8,生命科學系,生命(Na) 科學(Na),生命 科學,生命 科學系
8,  化學材料,化學(Na) 材料(Na),化學 材料,    化學 材料
8,物理,物理(Na),物理,物理
8,生物科技系,生物(Na) 科技(Na),生物 科技,生物科技 系
8,  生物科技,生物(Na) 科技(Na),生物 科技,    生物科技
8,化學系,化學系(Nc),化學系,化學系
8,應用化學系,應用(Na) 化學系(Nc),應用 化學系,應用 化學系
8,生物科技系,生物(Na) 科技(Na),生物 科技,生物科技 系
8,材料科學與工程學系,材料(Na) 科學(Na) 工程(Na) 學系(Na),材料 科學 工程 學系,材料科 學與 工程 學系
8,物理系,物理系(Nc),物理系,物理系
8,物理,物理(Na),物理,物理
8,  化學,化學(Na),化學,    化學
8,生命科學系,生命(Na) 科學(Na),生命 科學,生命 科學系
8,生命科學系,生命(Na) 科學(Na),生命 科學,生命 科學系
8,水生生物科學系,生物(Na) 科學(Na),生物 科學,水生 生物 科學系
8,地質科學,地質(Na) 科學(Na),地質 科學,地質 科學
8,  土木,土木(Na),土木,    土木
8,  物理,物理(Na),物理,    物理
8,化學系,化學系(Nc),化學系,化學系
8,  地球科學,地球(Na) 科學(Na),地球 科學,    地球 科學
8,應用數學系,應用(Na) 數學系(Nc),應用 數學系,應用 數學系
8,地球科學系,地球(Na) 科學(Na),地球 科學,地球 科學系
8,  化學,化學(Na),化學,    化學
8,生命科學系,生命(Na) 科學(Na),生命 科學,生命 科學系
8,應用數學系,應用(Na) 數學系(Nc),應用 數學系,應用 數學系
8,應用數學系,應用(Na) 數學系(Nc),應用 數學系,應用 數學系
8,  物理,物理(Na),物理,    物理
8,生命科學系,生命(Na) 科學(Na),生命 科學,生命 科學系
8,  一般科學 自然科學,科學(Na) 自然(Na) 科學(Na),科學 自然 科學,    一般 科學   自然科 學
8,化學系,化學系(Nc),化學系,化學系
8,  生物資源技術,生物(Na) 資源(Na) 技術(Na),生物 資源 技術,    生物 資源 技術
8,  生活應用科學,生活(Na) 應用(Na) 科學(Na),生活 應用 科學,    生活 應用 科學
8,  物理,物理(Na),物理,    物理
8,  化學,化學(Na),化學,    化學
8,  化學工程,化學(Na) 工程(Na),化學 工程,    化學 工程
8,生命科學 ,生命(Na) 科學(Na),生命 科學,生命 科學  
8,  化學,化學(Na),化學,    化學
8,化學系,化學系(Nc),化學系,化學系
8,化學系,化學系(Nc),化學系,化學系
8,生物科技系,生物(Na) 科技(Na),生物 科技,生物科技 系
